,text,labels
1259,could you show me data point number 159?,O O O O O O O B-id
1260,what instances are almost like id 92?,O O O O O O B-id
1261,what is the prediction for data point number 312?,O O O O O O O O B-id
1262,"for the nurse administer, could you show me if the model predicts the data correctly for some examples?",O B-includetoken I-includetoken I-includetoken O O O O O O O O O O O O O O
1263,what are counterfactuals for six hundred and fifteen.,O O O O B-id I-id I-id I-id
1264,show me every example that has word a relaxed atmosphere.,O O O O O O O B-includetoken I-includetoken I-includetoken
1265,what are some typical mistakes the model makes?,O O O O O O O O
1266,give the rec score,O O B-metric O
1267,what is the prediction for id 743 and why do you predict it?,O O O O O O B-id O O O O O O
1268,tell me the number data the model predicts falsely?,O O O O O O O O O
1269,sample mistakes,O O
1270,data labels?,O O
1271,what are the highest 15 features by importance,O O O O O O O O
1272,nice. i'm pretty satisfied with the prediction of id six hundred and fifteen. but could you tell me how to change the prediction?,O O O O O O O O O B-id I-id I-id I-id O O O O O O O O O O
1273,can you display all occurrences that contain word present.,O O O O O O O O B-includetoken
1274,what does instance with id 692 have to do in order to change the prediction?,O O O O O B-id O O O O O O O O O
1275,what is the predicted label for sample id 204?,O O O O O O O O B-id
1276,want to see the model,O O O O O
1277,explain id 789 and provide a rationale,O O B-id O O O O
1278,show bad predictions,O O O
1279,i would like to see some keywords from the dataset,O O O O O O O O O O
1280,please give me six examples that are similar to id eight hundred and fifty-six.,O O O B-number O O O O O O B-id I-id I-id I-id
1281,what is the probability of id 692 being predicted commissive?,O O O O O O B-id O O B-class_names
1282,do we have twenty cents in the data?,O O O B-includetoken I-includetoken O O O
1283,could you show which features are most critical for the predictions of the model,O O O O O O O O O O O O O O
1284,do we have a Labrador somewhere in the text?,O O O B-includetoken I-includetoken O O O O
1285,what are the keywords?,O O O O
1286,show me the predictions for 121.,O O O O O B-id
1287,what are the model's predictions for 25?,O O O O O O B-id
1288,furnish a justification for id 25,O O O O O B-id
1289,show me id 92 please,O O O B-id O
1290,what is the predicted label for instance 716?,O O O O O O O B-id
1291,could you show top 7 most important features for the data point 404,O O O O B-number O O O O O O O B-id
1292,"in cases where the word our final confirmation is present, how do you determine the outcome offensive",O O O O O B-includetoken I-includetoken I-includetoken O O O O O O O O B-class_names
1293,explain my model's rationale for predict data number 404 and how to flip this prediction,O O O O O O O O B-id O O O O O O
1294,show me the predictions for id 755.,O O O O O O B-id
1295,generate a natural language explanation for id 209,O O O O O O O B-id
1296,describe your typical mistakes over the dataset,O O O O O O O
1297,provide a plain language interpretation for id 850,O O O O O O O B-id
1298,please show 4 most frequent tokens in the data,O O B-number O O O O O O
1299,describe the model and data,O O O O O
1300,"show me all instances that include the word ""a wallet"".",O O O O O O O O B-includetoken I-includetoken
1301,what is the likelihood that id 396 is predicted as 0 by the model?,O O O O O O B-id O O O B-class_names O O O
1302,what are the main attributes for instance 670?,O O O O O O O B-id
1303,testing precision please,O B-metric O
1304,"i want to know the cases that entail word ""the rooms"".",O O O O O O O O O B-includetoken I-includetoken
1305,describe the model and data,O O O O O
1306,which data does the model use?,O O O O O O
1307,what are the model's predictions for id 114?,O O O O O O O B-id
1308,what are the most frequent keywords in the data?,O O O O O O O O O
1309,which words are common?,O O O O
1310,need to see id 114,O O O O B-id
1311,show me how to flip model's predictions for id 283.,O O O O O O O O O B-id
1312,show the feature importances,O O O O
1313,what's the sensitivity for instances containing a picture?,O O B-metric O O O B-includetoken I-includetoken
1314,what set of reasoning do you use to determine if instances containing about twenty people are commissive?,O O O O O O O O O O O O B-includetoken I-includetoken I-includetoken O B-class_names
1315,please display the prediction of the instance with id 716,O O O O O O O O O B-id
1316,can you show me 10 instances that are similar to id 240?,O O O O B-number O O O O O O B-id
1317,"in cases where the word a member is present, how do you determine the outcome non-offensive",O O O O O B-includetoken I-includetoken O O O O O O O O B-class_names
1318,what does the model predict for the instance with id 523?,O O O O O O O O O O B-id
1319,classes for the instances that have town in them?,O O O O O O B-includetoken O O
1320,"what does my model predict for data eight hundred and two? next, once you've completed this, could you tell me why the model predicts it?",O O O O O O O B-id I-id I-id I-id O O O O O O O O O O O O O O
1321,what is the way to change the prediction for the data point with the id number 168?,O O O O O O O O O O O O O O O O B-id
1322,i want to see the instance with id 850,O O O O O O O O B-id
1323,can you provide me with all examples that have the term our final confirmation?,O O O O O O O O O O O B-includetoken I-includetoken I-includetoken
1324,can you tell me what is being predicted for 772?,O O O O O O O O O B-id
1325,tell me what the model is,O O O O O O
1326,please show me all examples that feature the phrase present.,O O O O O O O O O B-includetoken
1327,simplify the explanation for id 234,O O O O O B-id
1328,what are the counterfactual examples for instance id 114.,O O O O O O O O B-id
1329,give information of the cases that contain word the down payment.,O O O O O O O O B-includetoken I-includetoken I-includetoken
1330,what classes do we have?,O O O O O
1331,can you show me the rec score on the developement data?,O O O O O B-metric O O O B-data_type O
1332,clarify the reasoning behind id 472,O O O O O B-id
1333,what are the top five most important features for the models predictions?,O O O O O O O O O O O O
1334,show me three data points that are analogous to id 85.,O O B-number O O O O O O O B-id
1335,what set of factors do you take into consideration when determining if texts containing the nearest postoffice are neutral?,O O O O O O O O O O O O O O B-includetoken I-includetoken I-includetoken O B-class_names
1336,which counterfactual examples do we have for 477?,O O O O O O O B-id
1337,show the prediction for 139 please.,O O O O B-id O
1338,can you show me the roc on the data?,O O O O O B-metric O O O
1339,hmm... i was wondering what it would take to flip the prediction of instance with id 564?,O O O O O O O O O O O O O O O O B-id
1340,generate a natural language explanation for id 25,O O O O O O O B-id
1341,how can i check my model with this?,O O O O O O O O
1342,top three most important features,O O O O O
1343,show me examples similar to id 516.,O O O O O O B-id
1344,what are your functions?,O O O O
1345,give a detailed explanation of id eight hundred and two,O O O O O O B-id I-id I-id I-id
1346,expound on id 446 with an explanation,O O O B-id O O O
1347,can you provide me with reasoning for the model's predictions on the subset of examples containing a party?,O O O O O O O O O O O O O O O O B-includetoken I-includetoken
1348,"do we have ""employees"" in the data?",O O O B-includetoken O O O
1349,what is this chat?,O O O O
1350,please show nine cfes for sample 115.,O O B-number O O O B-id
1351,what does the model predict for 739?,O O O O O O B-id
1352,how many items are there in the data?,O O O O O O O O
1353,tell me a bit more about what i can do here,O O O O O O O O O O O
1354,show me the predictions for id 629.,O O O O O O B-id
1355,"i want to know the cases that entail word ""a separation"".",O O O O O O O O O B-includetoken I-includetoken
1356,what are the sentences that have Flies?,O O O O O O B-includetoken
1357,why does the model predict id 325,O O O O O O B-id
1358,what methods do you use to come to predict inform?,O O O O O O O O O B-class_names
1359,what are some mistakes on a relaxed atmosphere that the model makes,O O O O O B-includetoken I-includetoken I-includetoken O O O O
1360,need an explanation for this,O O O O O
1361,which keywords does the dataset have?,O O O O O O
1362,can you provide me with reasoning for the model's predictions on the subset of examples containing water dispenser?,O O O O O O O O O O O O O O O O B-includetoken I-includetoken
1363,does the table appear in the dataset?,O B-includetoken I-includetoken O O O O
1364,where in the data does acute insight appear?,O O O O O B-includetoken I-includetoken O
1365,what's the specificity performance of the model on the eval data for texts with Time,O O B-metric O O O O O O B-data_type O O O O I-includetoken
1366,what's the function of this? what's the data?,O O O O O O O O
1367,does the model predict texts that include These documents correctly?,O O O O O O O B-includetoken I-includetoken O
1368,most important feature for id 789,O O O O O B-id
1369,please give me 4 examples that are similar to id 957.,O O O B-number O O O O O O B-id
1370,show me how to change predictions for 222.,O O O O O O O B-id
1371,how do i change the prediction for the data point with the id number 283?,O O O O O O O O O O O O O O B-id
1372,what does instance with id 472 need to do to change the prediction?,O O O O O B-id O O O O O O O
1373,what does the model predict on all the training data,O O O O O O O O O O
1374,tell me the number data the model predicts falsely?,O O O O O O O O O
1375,what are the 2 most frequent keywords?,O O O B-number O O O
1376,what is the model's prediction for id 263?,O O O O O O O B-id
1377,what are the label frequencies,O O O O O
1378,"where do we have ""a replacement""?",O O O O B-includetoken I-includetoken
1379,"can you list all the occurrences that involve word ""a senior executive"".",O O O O O O O O O B-includetoken I-includetoken I-includetoken
1380,what about sample 25?,O O O B-id
1381,top 8 keywords,O B-number O
1382,please show six most frequent tokens in the data,O O B-number O O O O O O
1383,"which sentences have the word ""the corner-stone"" in them?",O O O O O B-includetoken I-includetoken O O
1384,what are the main attributes for instance 820?,O O O O O O O B-id
1385,what are the id's of all the items,O O O O O O O O
1386,show me three similar examples to 274.,O O B-number O O O B-id
1387,which token are the modet frequent in the data?,O O O O O O O O O
1388,what are the most important features for the model's predictions on all instances that include the agent?,O O O O O O O O O O O O O O O B-includetoken I-includetoken
1389,return the probability that instance 251 is predicted in the offensive class,O O O O O B-id O O O O B-class_names O
1390,please explain,O O
1391,what are the most important features?,O O O O O O
1392,what are the labels for all the data,O O O O O O O O
1393,why do you predict instance id 25,O O O O O O B-id
1394,how accurate are you in predicting the class true?,O O O O O O O O B-class_names
1395,please show the most important feature for the predictions,O O O O O O O O O
1396,labels please,O O
1397,is it possible to retrieve 7 data points that are analogous to id 204?,O O O O O B-number O O O O O O O B-id
1398,what does the model predict for the instance with id 296?,O O O O O O O O O O B-id
1399,primary features of data point 605,O O O O O B-id
1400,how many data points are in this group?,O O O O O O O O
1401,show the prediction for 694 please.,O O O O B-id O
1402,what are the samples that include parliament in the data?,O O O O O O B-includetoken O O O
1403,show me the model's rationale for making predictions on all the data,O O O O O O O O O O O O
1404,return incorrect predictions,O O O
1405,please provide more examples that are similar to id 263.,O O O O O O O O O B-id
1406,show me all occurrences that feature the token well established channels.,O O O O O O O O B-includetoken I-includetoken I-includetoken
1407,what are the ground truth labels in the data for my keys,O O O O O O O O O O B-includetoken I-includetoken
1408,explain me what is the model please,O O O O O O O
1409,it would be very useful if you could provide a description of the model!,O O O O O O O O O O O O O O
1410,what about examples that look like id 251.,O O O O O O O B-id
1411,break down id 312 with a clear explanation,O O O B-id O O O O
1412,distribution for samples with the next step?,O O O O B-includetoken I-includetoken I-includetoken
1413,i would like to see all the examples that contain the phrase increases.,O O O O O O O O O O O O B-includetoken
1414,show me at least 2 keywords,O O O O B-number O
1415,can you please tell me the prediction for id 25?,O O O O O O O O O B-id
1416,"do we have ""present"" in the data?",O O O B-includetoken O O O
1417,how often are you right?,O O O O O
1418,show me data the model gets wrong,O O O O O O O
1419,please tell me what you are and what you do!,O O O O O O O O O O
1420,"for food, what are some mistakes you typically make?",O B-includetoken O O O O O O O
1421,could you show me how to change the prediction for the data point 692?,O O O O O O O O O O O O O B-id
1422,how can we interact?,O O O O
1423,show me cfe's for the instance with id 704,O O O O O O O O B-id
1424,provide reasoning for id 694 in layman's terms,O O O O B-id O O O
1425,"when determining directive, what is your specificity score?",O O B-class_names O O O B-metric O
1426,give a rationale for id eight hundred and fifty-six,O O O O O B-id I-id I-id I-id
1427,what are the major features for instance 440?,O O O O O O O B-id
1428,rationalize the prediction for id 68,O O O O O B-id
1429,which model makes the prediction?,O O O O O
1430,what is the resulting label for instance with is 979?,O O O O O O O O O B-id
1431,what are the most frequent keywords in the data?,O O O O O O O O O
1432,describe the model,O O O
1433,show me 9 counterfactuals for instance 819.,O O B-number O O O B-id
1434,what is the chance that the data point with id 487 is 1,O O O O O O O O O O B-id O B-class_names
1435,show the most frequent keywords in the dataset,O O O O O O O O
1436,what's the function of this? what's the data?,O O O O O O O O
1437,"where in the data do we have ""a bank""?",O O O O O O O B-includetoken I-includetoken
1438,which sentences have the words our commission in them?,O O O O O B-includetoken I-includetoken O O
1439,explain my model's rationale for predict data number 461 and how to flip this prediction,O O O O O O O O B-id O O O O O O
1440,what shall i do to analyze the model?,O O O O O O O O
1441,can you provide me with reasoning for the model's predictions on the subset of examples containing These documents?,O O O O O O O O O O O O O O O O B-includetoken I-includetoken
1442,water dispenser show mistakes,B-includetoken I-includetoken O O
1443,i would like to see all instances that incorporate the phrase a wallet.,O O O O O O O O O O O B-includetoken I-includetoken
1444,tell me how many items there are in the data,O O O O O O O O O O
1445,"where in the data do we have ""free toys""?",O O O O O O O B-includetoken I-includetoken
1446,show me how to change predictions for 706.,O O O O O O O B-id
1447,how can we interact?,O O O O
1448,what are the cfes for 957?,O O O O O B-id
1449,display most important features,O O O O
1450,display the 42 most important features,O O O O O O
1451,what aspects of the data make you more confident in your predictions?,O O O O O O O O O O O O
1452,show the feature importances,O O O O
1453,can you tell me how many data points is the model predicting incorrectly?,O O O O O O O O O O O O O
1454,what is this bot...,O O O O
1455,testing accuracy please,O B-metric O
1456,what's the acc on What time?,O O B-metric O B-includetoken I-includetoken
1457,what aspects of the data do you consider when reasoning about examples containing the span prizes to make decisions,O O O O O O O O O O O O O O O B-includetoken O O O
1458,show me the prediction probabilities for instances with food,O O O O O O O O B-includetoken
1459,"where in the data do we have ""food""?",O O O O O O O B-includetoken
1460,why do you predict instance sample id 443,O O O O O O O B-id
1461,what can you do?,O O O O
1462,how would you rationalize this?,O O O O O
1463,what are the most frequent keywords in the data?,O O O O O O O O O
1464,need an explanation for id 523,O O O O O B-id
1465,"can you display all occurrences that contain word ""seemingly unrelated countries"".",O O O O O O O O B-includetoken I-includetoken I-includetoken
1466,testing specificity score,O B-metric O
1467,show me all instances that include the span my keys.,O O O O O O O O B-includetoken I-includetoken
1468,would it be possible for you to tell me how to change the prediction for the data point with the id number 487?,O O O O O O O O O O O O O O O O O O O O O O B-id
1469,offer a plain-english interpretation for id one hundred and forty-nine,O O O O O O B-id I-id I-id I-id
1470,what's the idea?,O O O
1471,what is the model's prediction for id 645?,O O O O O O O B-id
1472,Stefan show faulty predictions,B-includetoken O O O
1473,can you provide me with all examples that have the term This machine?,O O O O O O O O O O O B-includetoken I-includetoken
1474,could you show me data point number 168?,O O O O O O O B-id
1475,how are the classes distributed for the samples with any night tours?,O O O O O O O O O B-includetoken I-includetoken I-includetoken
1476,is it possible to show me 10 data points that are similar to id 234?,O O O O O O B-number O O O O O O O B-id
1477,what's the accuracy score,O O B-metric O
1478,show me the model's rationale for making predictions on all the data,O O O O O O O O O O O O
1479,what are the functions?,O O O O
1480,give a detailed explanation of id six hundred and fifteen,O O O O O O B-id I-id I-id I-id
1481,what's your motivation for deciding the predictions of minutes ' time,O O O O O O O O B-includetoken I-includetoken I-includetoken
1482,offer a plain-english interpretation for id 488,O O O O O O B-id
1483,give me the precision on the eval data,O O O B-metric O O B-data_type O
1484,what are the key features for data point 957,O O O O O O O O B-id
1485,what are the 6 most frequent keywords?,O O O B-number O O O
1486,the agent show mistakes,B-includetoken I-includetoken O O
1487,nice! could you give me the test prec on the developement data?,O O O O O O O B-metric O O B-data_type O
1488,would it be possible for you to tell me how to change the prediction for the data point with the id number 208?,O O O O O O O O O O O O O O O O O O O O O O B-id
1489,stats of the labels?,O O O O
1490,provide a plain language interpretation for id 520,O O O O O O O B-id
1491,"for those where trouble is part of the input, could you tell me the total number of items in the data",O O O B-includetoken O O O O O O O O O O O O O O O O O
1492,what are some data points you get incorrect?,O O O O O O O O
1493,which token are the modet frequent in the data?,O O O O O O O O O
1494,show me how to flip predictions for 85.,O O O O O O O B-id
1495,what is this chat?,O O O O
1496,which words are common?,O O O O
1497,what is the statistics of the labels,O O O O O O O
1498,top 4 features influencing the model's prediction on data point 472?,O B-number O O O O O O O O B-id
1499,total number of training items in the data,O O O O O O O O
1500,"do we have ""a delicious dessert"" somewhere in the text?",O O O B-includetoken I-includetoken I-includetoken O O O O
1501,top 4 features influencing the model's prediction on data point nine hundred and seventy-seven?,O B-number O O O O O O O O B-id I-id I-id I-id
1502,could you please show me nine counterfactual examples for 66?,O O O O O B-number O O O B-id
1503,show bad predictions,O O O
1504,show me more samples similar to 987.,O O O O O O B-id
1505,please show 7 most frequent tokens in the data,O O B-number O O O O O O
1506,what are the classes that the model predicts,O O O O O O O O
1507,what do we get for id 85?,O O O O O O B-id
1508,"for your flight number, how well, in terms of negative predictive value, does the model do on the test data",O B-includetoken I-includetoken I-includetoken O O O O O B-metric I-metric I-metric O O O O O O B-data_type O
1509,"which sentences have the words ""All the quotations"" in them?",O O O O O B-includetoken I-includetoken I-includetoken O O
1510,what are the reasons for predicting id eight hundred and forty-four and why do you predict this instance?,O O O O O O O B-id I-id I-id I-id O O O O O O O
1511,show me more examples that resemble 629.,O O O O O O B-id
1512,what shall i do to analyze the model?,O O O O O O O O
1513,"when determining no hate speeech, what is your precision score?",O O B-class_names I-class_names I-class_names O O O B-metric O
1514,probability of commissive?,O O B-class_names
1515,please show me how the labels are distributed,O O O O O O O O
1516,can you tell me what is being predicted for id eight hundred and fifty-six?,O O O O O O O O O O B-id I-id I-id I-id
1517,please show the top few features for the predictions,O O O O O O O O O
1518,can you please retrieve an example that is analogous to id 664?,O O O O O O O O O O O B-id
1519,please provide a description for the dataset,O O O O O O O
1520,what features are the most important?,O O O O O O
1521,give me the accuracy on the data,O O O B-metric O O O
1522,show me all cases that involve the term Class.,O O O O O O O O B-includetoken
1523,show me four counterfactuals for instance id 296.,O O B-number O O O O B-id
1524,i want to see all the cases that contain the span a nice office.,O O O O O O O O O O O B-includetoken I-includetoken I-includetoken
1525,"does ""a relaxed atmosphere"" appear in the dataset?",O B-includetoken I-includetoken I-includetoken O O O O
1526,show the predictions across all the instances,O O O O O O O
1527,can you list the most important words in the whole dataset with label 1.,O O O O O O O O O O O O O B-class_names
1528,training positive predictive value please,O B-metric I-metric I-metric O
1529,stats of the labels?,O O O O
1530,can you display the instance with id 443?,O O O O O O O B-id
1531,i would like to see more instances like id 201.,O O O O O O O O O B-id
1532,what is the resulting label for instance with is 404?,O O O O O O O O O B-id
1533,what is the way to change the prediction for the data point with the id number 147?,O O O O O O O O O O O O O O O O B-id
1534,simplify the explanation for id 312,O O O O O B-id
1535,please provide me with all examples that involve the token a delicious dessert.,O O O O O O O O O O B-includetoken I-includetoken I-includetoken
1536,show me id 635 please,O O O B-id O
1537,how can i check my model with this?,O O O O O O O O
1538,what does instance with id 15 have to do in order to change the prediction?,O O O O O B-id O O O O O O O O O
1539,what's the chance instance id two hundred and forty-two is scored as hate speech,O O O O O B-id I-id I-id I-id O O O B-class_names I-class_names
1540,elucidate id 651 with supporting rationale,O O B-id O O O
1541,it would be very useful if you could provide a description of the model!,O O O O O O O O O O O O O O
1542,what are some data points you get incorrect?,O O O O O O O O
1543,what are the reasons why 204 is predicted and what you have to do to flip the prediction?,O O O O O B-id O O O O O O O O O O O O
1544,could you show me a data point that is similar to id 325?,O O O O O O O O O O O O B-id
1545,give me the acc on the developement data,O O O B-metric O O B-data_type O
1546,retrieve an instance that is similar to id 957.,O O O O O O O O B-id
1547,what does the model predict for the instance 664?,O O O O O O O O B-id
1548,stats of the labels?,O O O O
1549,where in the data do we have a Labrador?,O O O O O O O B-includetoken I-includetoken
1550,what is the chance that the data point with id 548 is directive,O O O O O O O O O O B-id O B-class_names
1551,"i'm a bit lost, what is it?",O O O O O O O
1552,what is the prediction for data point number 263?,O O O O O O O O B-id
1553,what does the model predict for the instance with id 159?,O O O O O O O O O O B-id
1554,what are the predictions for 629?,O O O O O B-id
1555,features that are not important for predictions,O O O O O O O
1556,what can you show me?,O O O O O
1557,what are the label frequencies,O O O O O
1558,how accurate is the model over all the instances in the data?,O O O O O O O O O O O O
1559,show the probability that id 461 is inform,O O O O O B-id O B-class_names
1560,most important features for data point six hundred and fifteen,O O O O O O B-id I-id I-id I-id
1561,what are is the distribution of the target variables?,O O O O O O O O O
1562,what features most influence model predictions,O O O O O O
1563,explain id 240 with rationale,O O B-id O O
1564,what are the most important features?,O O O O O O
1565,i would like to see the top attributed tokens with label true.,O O O O O O O O O O O B-class_names
1566,what is the purpose of this web application?,O O O O O O O O
1567,how can i use this interface?,O O O O O O
1568,describe data,O O
1569,the next stop return incorrect predictions,B-includetoken I-includetoken I-includetoken O O O
1570,where in the data do we have a party?,O O O O O O O B-includetoken I-includetoken
1571,could you tell me the f 1 on the dev data for our final confirmation,O O O O O B-metric I-metric O O B-data_type O O B-includetoken I-includetoken I-includetoken
1572,can you provide me with all occurrences that comprise the words the corner-stone?,O O O O O O O O O O O B-includetoken I-includetoken
1573,could you give me 9 examples that are analogous to id 755?,O O O O B-number O O O O O O B-id
1574,could you please show me 9 counterfactuals for id 755?,O O O O O B-number O O O B-id
1575,please show me id 789,O O O O B-id
1576,what methods do you use to come to predict commissive?,O O O O O O O O O B-class_names
1577,top three most important features,O O O O O
1578,"what are the samples that include ""These documents"" in the data?",O O O O O O B-includetoken I-includetoken O O O
1579,how do you figure out if some text having photocopies will be non-offensive?,O O O O O O O O O B-includetoken O O B-class_names
1580,show me all instances with the next stop,O O O O O B-includetoken I-includetoken I-includetoken
1581,is it possible to show me nine data points that are similar to id 115?,O O O O O O B-number O O O O O O O B-id
1582,give me 3 examples that are analogous to id 564.,O O B-number O O O O O O B-id
1583,what set of factors do you leverage on a replacement appearances to figure out if the texts are directive,O O O O O O O O B-includetoken I-includetoken O O O O O O O O B-class_names
1584,please show 7 cfes for sample with id 121.,O O B-number O O O O O B-id
1585,can you demonstrate how many data points are predicted wrongly?,O O O O O O O O O O
1586,i meant what is the acc score on the train data,O O O O O B-metric O O O B-data_type O
1587,how many rows are there across all the items in the data,O O O O O O O O O O O O
1588,show me gold classes for the data,O O O O O O O
1589,what's the distribution?,O O O
1590,can you tell me the main features for instance 509?,O O O O O O O O O B-id
1591,show me all occurrences that feature the token the table.,O O O O O O O O B-includetoken I-includetoken
1592,what features most influence model predictions,O O O O O O
1593,most impactful feature for data point 209?,O O O O O O B-id
1594,can you provide me with reasoning for the model's predictions on the subset of examples containing the availability?,O O O O O O O O O O O O O O O O B-includetoken I-includetoken
1595,what set of reasoning do you use to determine if instances with a change in them are neutral,O O O O O O O O O O O O B-includetoken I-includetoken O O O B-class_names
1596,show me the instances that are almost like id eight hundred and two,O O O O O O O O O B-id I-id I-id I-id
1597,give me all the occurrences that feature the phrase the interview.,O O O O O O O O O B-includetoken I-includetoken
1598,could you show me an instance that is similar to id 564?,O O O O O O O O O O O B-id
1599,show me all instances with the steak,O O O O O B-includetoken I-includetoken
1600,show me more samples similar to id 898.,O O O O O O O B-id
1601,i need id 340,O O O B-id
1602,what's the distribution?,O O O
1603,show me more examples that resemble two hundred and forty-two.,O O O O O O B-id I-id I-id I-id
1604,how did the model predict this?,O O O O O O
1605,can you show me 3 instances that are similar to id 488?,O O O O B-number O O O O O O B-id
1606,how do you decide whether examples with the words the interview will be neutral,O O O O O O O O O B-includetoken I-includetoken O O B-class_names
1607,return incorrect predictions,O O O
1608,"i would like to see all instances that incorporate word ""All the quotations"".",O O O O O O O O O O B-includetoken I-includetoken I-includetoken
1609,what are the labels for texts with a commission,O O O O O O O B-includetoken I-includetoken
1610,how do you decide whether some text is 0,O O O O O O O O B-class_names
1611,what does instance with id 15 need to do to change the prediction?,O O O O O B-id O O O O O O O
1612,could you let me know why you predicted a picture?,O O O O O O O O B-includetoken I-includetoken
1613,how often are you right?,O O O O O
1614,most impactful feature for data point 873?,O O O O O O B-id
1615,could you describe the data and model?,O O O O O O O
1616,show me the instances that are almost like id nine hundred and seventy-seven,O O O O O O O O O B-id I-id I-id I-id
1617,how can i chat with you?,O O O O O O
1618,what's the sensitivity for instances containing a vacation?,O O B-metric O O O B-includetoken I-includetoken
1619,i want to see all instances that include the word increases.,O O O O O O O O O O B-includetoken
1620,what are the most frequent tokens here?,O O O O O O O
1621,what is the datset here?,O O O O O
1622,testing npv score,O B-metric O
1623,"i would like to see all instances that incorporate word ""a Labrador"".",O O O O O O O O O O B-includetoken I-includetoken
1624,"are there any instances with ""the nurse administer""?",O O O O O B-includetoken I-includetoken I-includetoken
1625,describe id 683 with an understandable explanation,O O B-id O O O O
1626,which options do you have?,O O O O O
1627,your right show faulty predictions,B-includetoken I-includetoken O O O
1628,is it possible to retrieve an instance that is analogous to id 325?,O O O O O O O O O O O O B-id
1629,please state the number of about twenty people in the data,O O O O O B-includetoken I-includetoken I-includetoken O O O
1630,please show me the most contributing words with label no hate speeech.,O O O O O O O O O B-class_names I-class_names I-class_names
1631,available labels pelase,O O O
1632,i want to see all instances that include the word a commission.,O O O O O O O O O O B-includetoken I-includetoken
1633,break down id 387 with a clear explanation,O O O B-id O O O O
1634,i want to see id 820,O O O O O B-id
1635,what are some typical mistakes the model makes?,O O O O O O O O
1636,could you show top 1 most important features for the data point 274,O O O O B-number O O O O O O O B-id
1637,can you give me all the cases that incorporate the phrase something?,O O O O O O O O O O O B-includetoken
1638,how did you decide what to predict for id 147 and what could someone do to change this prediction?,O O O O O O O O O B-id O O O O O O O O O
1639,show me examples similar to id 706.,O O O O O O B-id
1640,what is the predicted label for sample 461?,O O O O O O O B-id
1641,6 most important features for ids 461 and 664,B-number O O O O O B-id O B-id
1642,what are the reasons why 92 is predicted and what you have to do to flip the prediction?,O O O O O B-id O O O O O O O O O O O O
1643,retrieve a data point that is analogous to id 325.,O O O O O O O O O B-id
1644,what are six most common words here?,O O B-number O O O O
1645,what's the specificity for instances containing a nice office?,O O B-metric O O O B-includetoken I-includetoken I-includetoken
1646,labels please,O O
1647,which 8 words occur the most in the data?,O B-number O O O O O O O
1648,how would you flip the prediction for id 461?,O O O O O O O O B-id
1649,please provide some instructions on how to use this,O O O O O O O O O
1650,what are the main attributes for instance 979?,O O O O O O O B-id
1651,show me the results for id 670.,O O O O O O B-id
1652,how can i ask my questions about the model?,O O O O O O O O O
1653,could you tell me how to change the prediction point for data point eight hundred and forty-four?,O O O O O O O O O O O O O B-id I-id I-id I-id
1654,can you display all cases that comprise the term social benefits?,O O O O O O O O O B-includetoken I-includetoken
1655,i don't understand why the model predicted this label,O O O O O O O O O
1656,can you provide me with all occurrences that comprise the words Time?,O O O O O O O O O O O I-includetoken
1657,can you provide me an instance that is analogous to id 873?,O O O O O O O O O O O B-id
1658,what is the f1 score on the train data,O O O B-metric O O O B-data_type O
1659,"for id 201, please provide the prediction.",O O B-id O O O O
1660,what are the cfes for 635?,O O O O O B-id
1661,show the most frequent keywords in the dataset,O O O O O O O O
1662,description of the model please,O O O O O
1663,what do you predict for 283?,O O O O O B-id
1664,what are the key features for data point 251,O O O O O O O O B-id
1665,what do you predict for 274?,O O O O O B-id
1666,what is the prediction for id 716?,O O O O O O B-id
1667,i want to see all the cases that contain the span How many years.,O O O O O O O O O O O B-includetoken I-includetoken I-includetoken
1668,rationalize the prediction for id eighty-two,O O O O O B-id
1669,i need id 692,O O O B-id
1670,chances of commissive to be predicted?,O O B-class_names O O O
1671,This machine sample mistakes,B-includetoken I-includetoken O O
1672,what is the likelihood that id 509 is predicted as inform by the model?,O O O O O O B-id O O O B-class_names O O O
1673,nice. i'm pretty satisfied with the prediction of id 477. but could you tell me how to change the prediction?,O O O O O O O O O B-id O O O O O O O O O O
1674,show me the number data the model forecasts inaccurately?,O O O O O O O O O
1675,show me the test set performance,O O O B-data_type O O
1676,what does the model predict for id 629?,O O O O O O O B-id
1677,most significant feature for instance 168,O O O O O B-id
1678,show me examples similar to instance 605.,O O O O O O B-id
1679,what are the id's of all the items,O O O O O O O O
1680,offer a plain-english interpretation for id 716,O O O O O O B-id
1681,least important features,O O O
1682,how frequently do you get it correct?,O O O O O O O
1683,what are the highest 15 features by importance,O O O O O O O O
1684,could you show me a data point that is similar to id 296?,O O O O O O O O O O O O B-id
1685,could you show me a few examples you get incorrect for parliament,O O O O O O O O O O O B-includetoken
1686,i would like to see the top attributed tokens with label inform.,O O O O O O O O O O O B-class_names
1687,need an explanation for this,O O O O O
1688,what are some mistakes on examples with How many years that the model makes,O O O O O O O B-includetoken I-includetoken I-includetoken O O O O
1689,what about counterfactuals for id 509.,O O O O O B-id
1690,show prediction of id 772,O O O O B-id
1691,tell me how this was predicted,O O O O O O
1692,what are the class probabilities on your predictions for texts including a delicious dessert?,O O O O O O O O O O O B-includetoken I-includetoken I-includetoken
1693,how often are you right?,O O O O O
1694,do we have our commission somewhere in the text?,O O O B-includetoken I-includetoken O O O O
