text,labels
what instances are similar to 274?,2
i would like to see more instances like 139.,2
explain id one hundred and forty-nine,15
what classes do we have?,12
is it possible to retrieve six data points that are analogous to id 898?,2
return prediction id eight hundred and two,3
what's the testing roc for examples including the rooms,10
what's your motivation for deciding the predictions of 15 yuan,17
which ten words occur the most in the data?,14
what about the model?,8
what is this bot...,4
why do you predict instance sample id one hundred and forty-seven,15
what's the likelihood of offensive?,7
could you show top six most important features for the data point 898,15
most important features for predictions,17
what is the predicted label for instance id 819?,3
could you describe the data a bit more?,5
most significant feature for instance 115,15
which data does the model use?,5
id 980 please,6
i want to know the cases that entail word that problem.,0
"just on instances with prizes, show me the labels?",12
"where in the data does ""your friend"" appear?",0
what does the model predict on all the training data,3
"for places, what are some mistakes you typically make?",13
i want to see all instances that include the word this apartment.,0
could you describe the data a bit more?,5
chances of directive to be predicted?,7
show the probability that id 488 is 1,7
what are the predictions for id 590?,3
show me how to make the model output a different prediction for instance 296.,1
what is the model's prediction for 980?,3
can you please introduce yourself,4
could you please show me 8 counterfactuals for 312?,1
could you describe the data a bit more?,5
"what are the instances that have ""Many ads"" included?",0
show me all instances that contain the phrase acute insight.,0
show me how to make the model output a different prediction for 66.,1
please show me all examples that feature word your flight number.,0
how would you characterize the mistakes you make on Stefan?,13
generate a natural language explanation for id 440,16
could you show me how to change the prediction for the data point 115?,1
display roc,10
most important feature,17
could you tell me the specificity on the developement data for the availability,10
how would you characterize the mistakes you make on all the data?,13
which data does the model use?,5
show me top seven frequent tokens,14
"can you list all the occurrences that involve word ""stand-by"".",0
classes for the instances that include that problem?,12
what's the positive predictive value for instances containing Class?,10
what are the key tokens in the data?,14
which ten words occur the most in the data?,14
what are counterfactuals for 898.,1
please display all instances that have the token a party.,0
"where in the data does ""your friend"" appear?",0
most important feature,17
show me how to change predictions for id 296.,1
elucidate id 159 with supporting rationale,16
show mistakes,13
how does the sample with id 520 look like,6
what are some data points you get incorrect?,13
what does instance with id 685 have to do in order to change the prediction?,1
feature importances,17
"for increases, what is the distribution of the labels?",18
what are the frequencies for the labels?,18
what is the purpose of this web application?,4
show me top seven frequent tokens,14
what are some mistakes on ESL that the model makes,13
what aspects of the data make you more confident in your predictions?,17
what is the predicted label for sample 987?,3
show mistakes,13
what are the gold target frequencies,18
show me how to change predictions for 263.,1
how did you decide what to predict for id 404 and what could someone do to change this prediction?,1
can you give me all the cases that incorporate the phrase food?,0
how do i change the prediction for the data point with the id number 767?,1
furnish a justification for id 635,16
what are is the distribution of the target variables?,18
show me examples that are similar to id 694.,2
what are 7 most common words here?,14
what about sample 168?,6
what is the prediction for id 196 and why do you predict it?,15
i want to know topk contributed words with label 0.,17
what does the model predict for the instance with id 234?,3
explan me in english the reason the model made this prediction,16
what's the likelihood of offensive?,7
tell me how many items there are in the data,11
what is the probability of id 362 being predicted no hate speeech?,7
"in cases where the word the saying is present, how do you determine the outcome neutral",17
i would like to see some keywords from the dataset,14
total number of elements in the data,11
what are the most frequent keywords in the data?,14
give me 8 examples that are analogous to id one hundred and forty-nine.,2
what does the model predict on all the training data,3
show the prediction for id 743 please.,3
what is the predicted label for id 591?,3
explain the model's predictions on the data,17
what features most influence model predictions,17
provide a plain language interpretation for id 516,16
how do you decide whether examples with the words All the quotations will be 0,17
"what are the sentences containing ""a senior executive""?",0
does photocopies appear in the dataset?,0
what are the most frequent tokens here?,14
show me gold classes for the data,12
how do you figure out if texts which mention nine different cockroaches will be question,17
can you list all the occurrences that involve word the security deposit.,0
what are some mistakes on ESL that the model makes,13
what's the testing roc for examples including the rooms,10
what data points does the model typically predict wrongly on texts with an announcement?,13
how does the model work?,8
probability data point 446 is predicted by the model commissive,7
total number of training items in the data,11
"just on instances with prizes, show me the labels?",12
show me the prediction for 404.,3
why does the model predict id nine hundred and seventy-seven,15
what are the top two most important features for the models predictions?,17
labels please,12
what are the class probabilities on your predictions for texts including a baby?,7
"what are the instances that have ""Many ads"" included?",0
show me examples that are similar to one hundred and forty-seven.,2
show me all instances that comprise the phrase social benefits.,0
who are you?,4
how do you figure out if texts which mention nine different cockroaches will be question,17
please show the top few features for the predictions,17
how many data points are in this group?,11
what features are the most important?,17
sample mistakes,13
what's the reason the model predicts this label for id six hundred and fifteen,16
what's the most important feature for data point 209?,15
"show me all instances with ""present""",0
what are the model's predictions for 114?,3
top 5 features influencing the model's prediction on data point 312?,15
how many data points are in this group?,11
could you give me 2 examples that are analogous to id eight hundred and two?,2
what does the model predict on all the training data,3
"5 most important features for id's 396, 396, 396",15
which options do you have?,9
any rational explanation for this prediction?,16
show common keywords,14
what is the prediction for id 461?,3
what's the idea?,4
description of the model please,8
what are the cfes for id 139?,1
show faulty predictions,13
how does the sample with id 520 look like,6
show faulty predictions,13
in what ways do you determine if data will be predicted commissive?,17
does the model predict texts that include about twenty people correctly?,13
what are the cfes for id 139?,1
can you show me 10 instances that are similar to id 472?,2
what are the functions?,9
what can you do?,9
how can i check my model with this?,9
interpret id 387 in plain language,16
what is the model behind this?,8
what would it take to change how instance 461 is predicted?,1
hmm... i was wondering what it would take to flip the prediction of instance with id 114?,1
"for the data point with id 274, how could we change the prediction, what is the model's rationale, and what does it predict?",1
what are the samples that include your flight number in the data?,0
"for other cultures, how many instances in the data are there?",11
what do you do and what is the data you're trained on like?,4
show me a data point that is analogous to id 25.,2
any rational explanation for this prediction?,16
"what are the samples that include ""the nearest postoffice"" in the data?",0
display the 42 most important features,17
i want to see all the cases that contain the span increases.,0
what are the reasons why 68 is predicted and what you have to do to flip the prediction?,1
give an overview of the data.,5
"i'm a bit lost, what is it?",4
what is the chance that the data point with id 283 is offensive,7
data labels?,12
can you give me all the cases that incorporate the phrase food?,0
what are the top two most important features for the models predictions?,17
what are the reasons why 68 is predicted and what you have to do to flip the prediction?,1
1 most important features for ids 759 and 759,15
"where do we have ""Class""?",0
where does prizes appear?,0
clarify the reasoning behind id 283,16
please provide me with all examples that involve the token nine different cockroaches.,0
which words are common?,14
i meant what is the roc score on the train data,10
what are the similar instances for id 208?,2
what is the statistics of the labels,18
what are the most important features?,17
show the predictions on all the data,3
how does the data look like?,5
how frequently do you get it correct?,10
how did you decide what to predict for id 404 and what could someone do to change this prediction?,1
i want to know the cases that entail word that problem.,0
"for increases, what is the distribution of the labels?",18
what set of reasoning do you use to determine if instances containing water dispenser are no hate speeech?,17
show me the class frequencies please,18
"can you list all the occurrences that involve word ""stand-by"".",0
how do you decide whether sentences containing the word acute insight will be neutral,17
could you please show me 1 counterfactuals for id 979?,1
"what are the sentences containing ""a senior executive""?",0
what are the most frequent keywords in the data?,14
which counterfactual examples do we have for 147?,1
what's the rate you do correct predictions?,10
could you tell me the specificity on the developement data for the availability,10
show me all instances that include the word a must.,0
i would like to see all instances that incorporate the phrase the table.,0
nice! could you give me the test accuracy?,10
show me how to flip predictions for id 204.,1
what are the main attributes for instance seven hundred and forty-one?,15
what about the labels predicted for the samples with my keys?,12
what are the cfes for id 139?,1
where do we have These documents?,0
explain id one hundred and forty-nine,15
what 2 features most influence the model's predictions for ids 25 and 25,15
what do you do and what is the data you're trained on like?,4
that problem show mistakes,13
chances of directive to be predicted?,7
show the most frequent keywords in the dataset,14
what's the likelihood of offensive?,7
most significant feature for instance 115,15
what is the chance that the data point with id 283 is offensive,7
can you tell me what is being predicted for 322?,3
how can i chat with you?,4
can you give me all the cases that incorporate the phrase food?,0
furnish a justification for id 635,16
"for data point number 229, how did the model arrive at the prediction decision and what could i do to change this predictions?",1
hmm... i was wondering what it would take to flip the prediction of instance with id 114?,1
what is the predicted label for sample 987?,3
please show me how the labels are distributed,18
what is this about?,9
what's the reason the model predicts this label for id six hundred and fifteen,16
can you display all occurrences that contain the words a commission?,0
can you list all the occurrences that involve word the security deposit.,0
how do i change the prediction for the data point with id number 322?,1
how do the labels look like?,12
which counterfactual examples do we have for id 605?,1
what is this chat?,4
what's the function of this? what's the data?,9
could you please show me 8 counterfactuals for 312?,1
what is the prediction for id 196 and why do you predict it?,15
show me the predictions for 590.,3
what's the data,5
how many instances did that consider?,11
what's the distribution?,18
what do we predict for instance with id 980?,3
describe the model and data,8
what's the likelihood of offensive?,7
show the keywords please,14
please provide a description for the dataset,5
what are some typical mistakes the model makes?,13
can you list all cases that have the span the smart one?,0
what's the rate you do correct predictions?,10
furnish a justification for id 635,16
i need id 115,6
describe the model,8
what set of factors do you leverage on town appearances to figure out if the texts are false,17
show prediction of id 340,3
"i want to know the cases that entail word ""some ketchup"".",0
could you please show me 3 counterfactual examples for id eighty-two?,1
what are some mistakes on ESL that the model makes,13
what are the top 1 influential features for ids eight hundred and two and eight hundred and two,15
"which sentences have the words ""Rubella"" in them?",0
please provide some instructions on how to use this,4
please show me the most contributing words with label 1.,17
nice. i'm pretty satisfied with the prediction of id seven hundred and forty-one. but could you tell me how to change the prediction?,1
how can i analyze the model with this?,9
show me nine similar examples to id seven hundred and forty-one.,2
how can we interact?,4
show the most frequent keywords in the dataset,14
how do i change the prediction for the data point with id number 322?,1
can you display the instance with id 694?,6
can you list all cases that have the span the smart one?,0
what are the main characteristics of the model?,8
what are some mistakes on ESL that the model makes,13
show the predictions on all the data,3
what instances are almost like id 440?,2
thirty most important features,17
give me a list of all examples that include the token this goal.,0
what about examples that look like id 85.,2
what are the samples that include your flight number in the data?,0
where does prizes appear?,0
what are the most important features for the model's predictions on all instances that include any cakes?,17
can you give me a list of all the examples that contain the word a change?,0
what's the function of this? what's the data?,9
could you describe the data a bit more?,5
provide reasoning for id 694 in layman's terms,16
testing f1 please,10
that problem show mistakes,13
what's the idea?,4
"i would like to see all instances that incorporate word ""Flies"".",0
description of the model please,8
show me a data point that is analogous to id 25.,2
"for those where about twenty people is part of the input, could you tell me the total number of items in the data",11
could you describe the data and model?,5
"what are the sentences containing ""a senior executive""?",0
what features most influence the model's predictions,17
"where do we have ""Class""?",0
how do you decide whether sentences containing the word acute insight will be neutral,17
clarify id 396 with a reason,16
could you show me a data point that is similar to id eight hundred and two?,2
please state the number of a delicious dessert in the data,11
i want to know why the model predited this,16
provide me an explanation of how the model works,8
what are the top 2 most important features,17
"8 most important features for ids two hundred and forty-two, two hundred and forty-two, and two hundred and forty-two",15
can you tell me how many data points is the model predicting incorrectly?,13
show me data the model gets wrong,13
what's the data like and what can you do?,5
"what are the sentences containing ""a senior executive""?",0
what is the probability of id 362 being predicted no hate speeech?,7
justify the prediction for id 772 please,16
can you please introduce yourself,4
what's the distribution?,18
i want to see all the cases that contain the span increases.,0
display instances,6
expound on id 664 with an explanation,16
"which sentences have the word ""a steady market"" in them?",0
show me the item ids on the training data,11
show common keywords,14
describe data,5
show the prediction for id 743 please.,3
show me how to make the model output a different prediction for instance 296.,1
what are the 3 most important features in the texts that include four dollars?,17
how can we interact?,4
please explain this bot,4
what functions are you capable of?,9
show me 8 similar examples to 591.,2
show me similar examples to id 683.,2
town show bad predictions,13
that problem show mistakes,13
"can you list all the occurrences that involve word ""stand-by"".",0
why do you predict instance sample id one hundred and forty-seven,15
i don't know how to start,4
what are you?,4
tell me a bit more about the data please.,5
how frequently do you get it correct?,10
how do i use this thing?,9
explain the reasoning and how to flip the predictions for data point id 629,1
what's the most important feature for data point 209?,15
how can you explain the prediction for id 685,16
what are is the distribution of the target variables?,18
describe the model,8
please show the top few features for the predictions,17
what is the way to change the prediction for the data point with the id number 477?,1
what are the gold target frequencies,18
how can you explain the prediction for id 685,16
thirty most important features,17
break down id 222 with a clear explanation,16
what are the sentences containing the nurse administer?,0
is it possible to show me two data points that are similar to id 322?,2
how many items are there in the data?,11
how many data points are there?,11
describe id 772 with an understandable explanation,16
deliver a natural language description for id 168,16
show me examples similar to instance 685.,2
what does instance with id 685 have to do in order to change the prediction?,1
how many data points are in the training data set,11
show me examples similar to id one hundred and forty-nine.,2
can you give me a list of all the examples that contain the word a change?,0
could you show me more samples similar to 960?,2
what is the chance that the data point with id 283 is offensive,7
feature importance,17
which sentences have the words increases in them?,0
need to see id 755,6
what are the rationale's for the model's prediction of data sample 629 and how could one change the prediction?,1
what's the data like and what can you do?,5
could you please tell me the predictions for id 739 and what you have to do to flip the prediction?,1
could you tell me the specificity on the developement data for the availability,10
what's the acc score,10
what set of factors do you leverage on town appearances to figure out if the texts are false,17
"for other cultures, how many instances in the data are there?",11
please show 4 cfes for sample with id 208.,1
what's the acc score,10
distribution for samples with four dollars?,18
training accuracy please,10
how do you figure out if some text having the smart one will be non-offensive?,17
return prediction id eight hundred and two,3
where do we have These documents?,0
what can i do?,9
show mistakes,13
can you tell me what is being predicted for id 590?,3
give information of topk contributed words with label offensive.,17
explain this is natural language,16
what are counterfactuals for 898.,1
what is the predicted label for sample 987?,3
what does the model predict for the instance with id 234?,3
show prediction of id 340,3
what instances are very close to id 168?,2
need an explanation for this,16
what are the gold target frequencies,18
what can you do?,9
what are the instances that have an announcement included?,0
how can i change the prediction for the data point with an id of 472?,1
features that are not important for predictions,17
what is the final label for id 523?,3
i would like to see some keywords from the dataset,14
please show three most frequent tokens in the data,14
could you show me a few examples of data that you get wrong?,13
how does the data look like?,5
what's the testing roc for examples including the rooms,10
"in those situations where This machine is included, what are the strategies you use to figure out if the correct prediction is true",17
flip prediction class data point 685,1
what's the testing roc for examples including the rooms,10
what is this bot...,4
offer a plain-english interpretation for id 274,16
"for those where about twenty people is part of the input, could you tell me the total number of items in the data",11
testing acc,10
show me the item ids on the training data,11
what does instance with id 548 need to do to change the prediction?,1
what is the predicted label for sample id 980?,3
number of rows in the data,11
can you show me the sensitivity on the data?,10
town show bad predictions,13
what are the top 8 features for the model's prediction on data point 66?,15
which ten words occur the most in the data?,14
which token are the modet frequent in the data?,14
what is the resulting label for instance with is 651?,3
how do i change the prediction for the data point with id number 322?,1
show me all cases with minutes ' time,0
how does the data look like?,5
total number of elements in the data,11
show me the predictions for 590.,3
tell me how this was predicted,16
what are the similar instances for id 208?,2
what are some mistakes on the security deposit examples the model typically makes,13
what set of reasoning do you use to determine if instances with Rubella in them are offensive,17
show me top seven frequent tokens,14
"where do we have ""Class""?",0
does photocopies appear in the dataset?,0
could you show me the predictions on all the data?,3
what are the major features for instance 159?,15
what features most influence model predictions,17
what are the top 2 most important features,17
what about the model?,8
furnish a justification for id 635,16
how does the model look like?,8
how does the data look like?,5
show me the results for one hundred and forty-nine.,3
what are the key features for data point 340,15
what about sample 168?,6
what is the predicted label for id 591?,3
"when scoring true, what's the model's ppv?",10
what are the data labels for acute insight,12
what's the idea?,4
key features for data point 208,15
what are some common mistakes you make for texts which include the next step?,13
what is the model behind this?,8
"for parliament, what are the nine most important features for the model's predictions?",17
what are the most frequent keywords in the data?,14
give me the npv on the data,10
nice. i'm pretty satisfied with the prediction of id seven hundred and forty-one. but could you tell me how to change the prediction?,1
5 most important features,17
some ketchup sample mistakes,13
i want to know the cases that entail word that problem.,0
explan me in english the reason the model made this prediction,16
which data is used for training the model?,5
give me an example that is similar to id 251.,2
i need id 115,6
"what does my model predict for data 177? next, once you've completed this, could you tell me why the model predicts it?",15
"for increases, what is the distribution of the labels?",18
"i would like to see all instances that incorporate word ""Flies"".",0
what's the chance instance id 139 is scored as true,7
show me how to flip model's predictions for 819.,1
give a detailed explanation of id 716,16
give me 8 examples that are analogous to id one hundred and forty-nine.,2
can you display all cases that comprise the term prizes?,0
description of the model please,8
which sentences have the word your prepared contents in them?,0
please tell moe more about the data,5
most significant feature for instance 115,15
what are the label frequencies,18
please state the number of a delicious dessert in the data,11
can you show me the sensitivity on the data?,10
what are the cfes for nine hundred and seventy-seven?,1
what are the top 2 most important features,17
what instances are very close to id 168?,2
what aspects of the subset featuring the rooms are important when making decisions?,17
display most important features,17
what do we predict for instance with id 980?,3
give information of topk contributed words with label offensive.,17
need a description of the model,8
i want to know topk contributed words with label 0.,17
please provide explanation for id 387,16
"which sentences have the words ""Rubella"" in them?",0
please show 4 cfes for sample with id 208.,1
"for data point id 92, how would i change the prediction?",1
how do you decide whether examples with the words All the quotations will be 0,17
what is the resulting label for instance with is 651?,3
show me how to change predictions for 263.,1
want to see the model,8
what can you show me?,9
show me the class frequencies please,18
most critical feature for id 605,15
"for twenty cents, what are the ground truth labels",12
what about sample 168?,6
display 9 most frequent keywords,14
how do you decide whether examples with the words All the quotations will be 0,17
show me the prediction probabilities for instances with a senior executive,7
which counterfactual examples do we have for 147?,1
what are the 1 most relevant features for the model's decision on data point 25?,15
return the probability that instance 322 is predicted in the non-offensive class,7
which sentences have the words increases in them?,0
description of the model please,8
what's the distribution?,18
display 9 most frequent keywords,14
give information of topk contributed words with label offensive.,17
please provide me with all examples that incorporate the words the bulletin.,0
what are the ground truth labels in the data for Stefan,12
show me all occurrences that feature the token Many ads.,0
"where does ""passengers"" appear?",0
what do we predict for instance with id 980?,3
"can you list all the occurrences that involve word ""stand-by"".",0
show me every example that has word a relaxed atmosphere.,0
how many data points have the agent in it,11
how do the labels look like?,12
what shall i do to analyze the model?,9
"does ""the corner-stone"" appear in the dataset?",0
show me similar examples to id 683.,2
what are the classes that the model predicts,12
please provide explanation for id 387,16
explain id one hundred and forty-nine,15
show me all instances that comprise the phrase social benefits.,0
please tell moe more about the data,5
"for 234, please show me the values of the features.",6
can you show me the sensitivity on the data?,10
what are the key tokens in the data?,14
show me how to flip predictions for id 204.,1
what errors does the model typically make on the data?,13
please provide some instructions on how to use this,4
nice. i'm pretty satisfied with the prediction of id seven hundred and forty-one. but could you tell me how to change the prediction?,1
1 most important features for ids 759 and 759,15
what is the model's prediction for id 251?,3
justify the prediction for id 772 please,16
show the feature importances,17
which model makes the prediction?,8
what is the predicted label for sample 987?,3
tell me about the model,8
which model processes the data?,8
how does the data look like?,5
how does the dataset look like?,5
"for id 850, please provide the prediction.",3
please show me how the labels are distributed,18
likelihood for non-offensive to be predicted?,7
"for the data point with id 274, how could we change the prediction, what is the model's rationale, and what does it predict?",1
show me at least ten keywords,14
"where in the data do we have ""a baby""?",0
please state the number of a delicious dessert in the data,11
most significant feature for instance 115,15
give the accuracy score,10
"show me all instances with ""present""",0
any cakes return incorrect predictions,13
how can i analyze the model with this?,9
which options do you have?,9
show me all instances that comprise the phrase social benefits.,0
"what are the sentences that include ""nine different cockroaches""?",0
can you provide me with all occurrences that comprise word minutes ' time.,0
probability of hate speech?,7
which words are common?,14
could you show me a data point that is similar to id eight hundred and two?,2
what is this app about?,4
i would like to see more instances like 139.,2
which feature is most significant for data point 743?,15
need an explanation for this,16
please display all occurrences that include the words photocopies.,0
how do you decide whether sentences containing the word acute insight will be neutral,17
what shall i do to analyze the model?,9
give me a list of all examples that include the token this goal.,0
"for 234, please show me the values of the features.",6
how do you figure out if texts which mention nine different cockroaches will be question,17
what are the main characteristics of the model?,8
what's the acc score,10
could you show which features are most critical for the predictions of the model,17
i want to see id 864,6
what are the key tokens in the data?,14
classes for the instances that include that problem?,12
what are the gold target frequencies,18
describe the model and data,8
how many rows are there across all the items in the data,11
which model makes the prediction?,8
which keywords does the dataset have?,14
most significant feature for instance 115,15
clarify id 396 with a reason,16
need a description of the model,8
what's the number of instances with present,11
available labels pelase,12
show me top seven frequent tokens,14
it would be very useful if you could provide a description of the model!,8
what about counterfactuals for id 664.,1
is it possible to retrieve an instance that is analogous to id 546?,2
show bad predictions,13
top 9 features affecting the predictions for ids 739 and 739,15
show me 9 counterfactual for instance id eight hundred and forty-four.,1
could you show me a data point that is similar to id eight hundred and two?,2
i'd like to know what are the ground truth labels,12
which ten words occur the most in the data?,14
could you tell me the specificity on the developement data for the availability,10
can you provide me an instance that is analogous to id 461?,2
display most important features,17
"for the divorce, what is the distribution of the label?",18
please provide me with 6 examples that are similar to id 979.,2
top 9 features affecting the predictions for ids 739 and 739,15
show me 1 counterfactual for instance 520.,1
how accurate are you in predicting the class 0?,10
"for 516, why do you predict it?",15
"which sentences have the word ""a steady market"" in them?",0
probability data point 446 is predicted by the model commissive,7
please tell me what you are and what you do!,4
why do you predict instance sample id one hundred and forty-seven,15
what are the reasons why 68 is predicted and what you have to do to flip the prediction?,1
i would like to see some keywords from the dataset,14
show me all occurrences that have the term 15 yuan.,0
what's the acc on a wallet?,10
what does the model predict for the instance id 564?,3
can you display all occurrences that contain the words a commission?,0
show me how to change predictions for id 296.,1
furnish a justification for id 635,16
"where does ""passengers"" appear?",0
"for increases, what is the distribution of the labels?",18
please provide explanation for id 387,16
what's the gold label for four dollars,12
what are the reasoning strategies you leverage?,17
what is the model's prediction for id 251?,3
most important features for predictions,17
what is the accuracy score on the evaluation data,10
most impactful feature for data point 548?,15
i want to see all the cases that contain the span increases.,0
give me the sensitivity on the dev data,10
what shall i do to analyze the data?,9
"what are the samples that include ""the nearest postoffice"" in the data?",0
what are the predictions for eight hundred and forty-four?,3
what are the 1 most relevant features for the model's decision on data point 25?,15
what are the cfes for nine hundred and seventy-seven?,1
"8 most important features for ids two hundred and forty-two, two hundred and forty-two, and two hundred and forty-two",15
what is this bot...,4
"for increases, what is the distribution of the labels?",18
please provide more examples that are similar to id 667.,2
can you display the instance with id 694?,6
i don't understand why the model predicted this label,16
i would like to see more instances like id 229.,2
in what ways do you determine if data will be predicted commissive?,17
can you provide me an instance that is analogous to id 461?,2
i want to see id 864,6
what are some mistakes on the security deposit examples the model typically makes,13
can you show me how many data the model predicts incorrectly?,13
how does id eight hundred and forty-four look like?,6
provide a plain language interpretation for id 516,16
how can i use this interface?,9
"just on instances with a separation, show me the gold labels?",12
offer a plain-english interpretation for id 274,16
sample mistakes,13
what about examples that look like 477.,2
what is the predicted label for instance 520?,3
what aspects of the data make you more confident in your predictions?,17
retrieve a data point that is analogous to id 92.,2
what about examples that look like 477.,2
does photocopies appear in the dataset?,0
what are the most important features in the data when reasoning about well established channels to make decisions?,17
please show me all examples that feature word your flight number.,0
can you provide me with all occurrences that comprise word minutes ' time.,0
i want to know highest attributed words.,17
show me how to make the model output a different prediction for 66.,1
what does the model predict for 25?,3
what are the similar instances for 772?,2
what features are the most important?,17
return prediction id eight hundred and two,3
i'd like to see all instances that feature word a Labrador.,0
how many data points are in this group?,11
do we have this apartment somewhere in the text?,0
available labels pelase,12
explain the reasoning and how to flip the predictions for data point id 629,1
"i want you to tell me the probability of the instance with id 322 being predicted in the ""question"" class by the model",7
nice! could you give me the test accuracy?,10
what are the statistics of the labels like?,18
"for data point id 92, how would i change the prediction?",1
what does the model predict for the instance with id 234?,3
please provide me with 6 examples that are similar to id 979.,2
what functions are you capable of?,9
please provide a description for the dataset,5
what are the sentences that include How many years?,0
what is the accuracy score on the evaluation data,10
what features are not that important,17
elucidate id 159 with supporting rationale,16
how accurate are you in predicting the class 0?,10
which functions can you perform?,9
nice. i'm pretty satisfied with the prediction of id seven hundred and forty-one. but could you tell me how to change the prediction?,1
please show 4 cfes for 957.,1
please show 3 cfes for id 85.,1
show the prediction of id 25,3
please provide me with all examples that involve the token nine different cockroaches.,0
what instances are very close to id 168?,2
what does the model predict on all the training data,3
how did the model predict this?,16
"when scoring true, what's the model's ppv?",10
some counterfactuals for id 629.,1
tell me a bit more about what i can do here,9
how can i analyze the model with this?,9
i want to see all the cases that contain the span increases.,0
can you tell me the main features for instance 263?,15
how many data points have the agent in it,11
show me the item ids on the training data,11
please show me all examples that feature the phrase a picture.,0
can you display all occurrences that contain the words a commission?,0
show me ten data points that are analogous to id 325.,2
please show me all examples that feature the phrase a picture.,0
"what does my model predict for data 177? next, once you've completed this, could you tell me why the model predicts it?",15
what do you do and what is the data you're trained on like?,4
"just on instances with prizes, show me the labels?",12
give me an example that is similar to id 251.,2
could you describe the data and model?,5
why do you predict instance id 716,15
could you please show me 9 counterfactual examples for 325?,1
show the keywords please,14
could you please tell me the predictions for id 739 and what you have to do to flip the prediction?,1
display the 42 most important features,17
show me all instances that include the word a must.,0
i don't know how to start,4
please display all instances that have the token a party.,0
what is the predicted label for sample id 980?,3
tell me a bit more about the data please.,5
what features most influence the model's predictions,17
what set of factors do you leverage on texts including   Time to figure out if they are non-offensive?,17
what is the predicted label for instance 520?,3
could you show me a few examples with 100 percent chance you get incorrect,13
features that are not important for predictions,17
give an account for id 168 with justification,16
expound on id 664 with an explanation,16
i need id 115,6
need to see id 755,6
what are the predictions for id 590?,3
"for places, what are some mistakes you typically make?",13
what are the class probabilities on your predictions for texts including a baby?,7
show me all cases that involve the term a nice office.,0
give an account for id 168 with justification,16
"for the data point with id 274, how could we change the prediction, what is the model's rationale, and what does it predict?",1
give information of topk contributed words with label offensive.,17
please show 3 cfes for id 85.,1
some ketchup sample mistakes,13
tell me how many items there are in the data,11
need a description of the model,8
i would like to see all instances that incorporate word a vacation.,0
most influential feature for data point 820?,15
explain me what is the model please,8
can you display all occurrences that contain word photocopies.,0
could you tell me how to change the prediction point for data point one hundred and forty-seven?,1
retrieve 5 examples that are similar to id seven hundred and forty-one.,2
what are some common mistakes you make when predicting a commission?,13
shed light on id 651 in simple terms,16
i don't understand how this works,4
"for other cultures, how many instances in the data are there?",11
explan me in english the reason the model made this prediction,16
are there any other 6 samples that are similar to id 68?,2
what instances are very close to id 168?,2
how do you decide whether examples with the words All the quotations will be 0,17
what are the statistics of the labels like?,18
give me the npv on the data,10
give a detailed explanation of id 716,16
what would it take to change how instance 461 is predicted?,1
show me at least ten keywords,14
what is the statistics of the labels,18
please provide more examples that are similar to eight hundred and fifty-six.,2
i would like to see the top attributed tokens with label offensive.,17
what about the model?,8
show me data the model gets wrong,13
what are the top 2 most important features,17
what set of factors do you leverage on town appearances to figure out if the texts are false,17
what are the predictions for id 590?,3
can you demonstrate how many data points are predicted wrongly?,13
what are the counterfactual examples for instance id 196.,1
"when scoring true, what's the model's ppv?",10
number of data points,11
please display id 755,6
can you provide me with reasoning for the model's predictions on the subset of examples containing This machine?,17
rationalize the prediction for id 115,16
what are the reasons why 68 is predicted and what you have to do to flip the prediction?,1
how would you characterize the mistakes you make on all the data?,13
how do i use this thing?,9
i would like to see the top attributed tokens with label offensive.,17
how would you characterize the mistakes you make on Stefan?,13
clarify id 396 with a reason,16
what do we get for id 767?,3
what does the model predict on all the training data,3
what's the distribution?,18
5 most important features,17
tell me a bit more about what i can do here,9
show me the results for id 177.,3
why do you predict instance 240?,15
"for parliament, what are the nine most important features for the model's predictions?",17
what is the final label for id 523?,3
does the model predict texts that include about twenty people correctly?,13
show me the number data the model forecasts inaccurately?,13
clarify id 396 with a reason,16
could you show top six most important features for the data point 898,15
"which sentences have the words ""Rubella"" in them?",0
explain my model's rationale for predict data number one hundred and forty-nine and how to flip this prediction,1
could you tell me the specificity on the developement data for the availability,10
how likely it is that false is predicted?,7
"can you display all occurrences that contain word ""stand-by"".",0
i'd like to see all instances that feature word a Labrador.,0
can you show me how many data the model predicts incorrectly?,13
can you display all occurrences that contain word photocopies.,0
can you tell me how many data points is the model predicting incorrectly?,13
give a rationale for id 605,16
what are the sentences containing the nurse administer?,0
some counterfactuals for id 629.,1
what do we get for id 767?,3
what features most influence the model's predictions,17
what's the likelihood of offensive?,7
show the predictions on all the data,3
"for places, what are some mistakes you typically make?",13
can you tell me what is being predicted for 322?,3
what's the f 1 performance of the model on the evaluation data for texts with the agent,10
how accurate is the model on all the data?,10
how can i ask my questions about the model?,4
tell me a bit more about the data please.,5
show me the predictions for 590.,3
show me more examples that resemble id 147.,2
chances of directive to be predicted?,7
what are the most important features for the model's predictions on all instances that include any cakes?,17
could you show me a few examples you get incorrect for What time,13
show me the results for one hundred and forty-nine.,3
can you show me how many data the model predicts incorrectly?,13
show me the features,5
show me more examples that resemble id 147.,2
what are the most important features?,17
what data points does the model typically predict wrongly on texts with an announcement?,13
"for the data point with id 274, how could we change the prediction, what is the model's rationale, and what does it predict?",1
what is the model's prediction for 980?,3
i meant what is the roc score on the train data,10
which model makes the prediction?,8
give a rationale for id 605,16
i want to know topk contributed words with label 0.,17
